id	label	title	paragraph	sentence
29426	0	Contraction and Convergence	5	"Some argue that the per capita focus risks giving an incentive to countries to increase their population to ""earn"" more entitlements."
29430	1	Contraction and Convergence	6	Specifically they believe that suggestions that atmospheric concentrations of carbon dioxide of 550 parts per million by volume (ppmv) would be safe are wrong.
29486	0	Regional Greenhouse Gas Initiative	11	"In August 2017, RGGI states ""agreed to reduce power plant emissions by another 30 percent from 2020 to 2030."
29504	0	Regional Greenhouse Gas Initiative	17	The RGGI auctions are monitored by an independent market monitor, Potomac Economics.
29570	0	Abisko National Park	10	Of larger animals, the moose and reindeer are common, and moose droppings and tracks are found; however, wolverines, Arctic foxes, lynx and bears are only seen sporadically.
29629	1	Center for Climate and Energy Solutions	3	C2ES seeks to contribute to the effort to solve climate and energy challenges by:
29655	0	Food miles	6	The increased distance traveled by food in developed countries was caused by the globilization of food trade, which increased by 4 times since 1961.
29672	0	Food miles	10	The shocking statistics aroused public concern about food miles.
29673	0	Food miles	10	According to Jane Black, a food writer who covers food politics, the number was derived from a small database.
29721	0	Food miles	22	For example, consumers can significantly reduce the carbon footprint of the last mile by walking, bicycling, or taking public transport.
29744	0	Crop yield	4	The unit by which the yield of a crop is measured is kilograms per hectare or bushels per acre.
29769	0	International Arctic Science Committee	2	Located in Davos (Switzerland), this meeting will combine SCAR and IASC Business Meetings, an Open Science Conference, the SCAR Delegates Meeting, and the Arctic Observing Summit.
29781	0	International Arctic Science Committee	2	The fifth and final current working group with the International Arctic Science Committee is the Terrestrial working group.
29785	0	International Arctic Science Committee	2	The IASC is also formed of two current Action Groups.
29817	0	Arctic Climate Impact Assessment	1	The project was guided by the intergovernmental Arctic Council and the non-governmental International Arctic Science Committee.
29893	0	Geothermal power	13	Much greater potential may be available from this approach than from conventional tapping of natural aquifers.
29926	0	Geothermal power	19	They require fluid temperatures of at least 180 °C, usually more.
30036	0	Banksia subg. Banksia	10	"In 1996, Kevin Thiele and Pauline Ladiges published the results of a cladistic analysis of ""Banksia""."
30140	0	Individual and political action on climate change	27	As a result, in the name of global and inter-generational equity, policies needing to be instituted need to converge, over a fixed period towards this figure for every country.
30164	1	Individual and political action on climate change	33	As of 2016, RGGI has cut power plant carbon emissions in the region by 37%, while saving customers over $395 million on their bills.
30173	1	Individual and political action on climate change	38	The Carbon Conversations is a psychosocial project that focuses on the agency of individuals to encourage personal action to reduce carbon emissions.
30178	0	Individual and political action on climate change	38	They deal with the difficulties of change by connecting to values, emotions and identity.
30189	0	Individual and political action on climate change	41	Greenhouse gas emissions created by family food spending shifted by race and instructive accomplishment.
30191	0	Individual and political action on climate change	41	About 26 percent of family units in with the most astounding level of greenhouse gas emissions had a review respondent with an advanced education, contrasted with roughly 12 percent in the base fifth for greenhouse gas emissions.
30228	0	Woods Hole Research Center	6	WHRC has about 60 staff members.
30255	0	Banksia coccinea	4	Flower spikes are in bloom from May to December or January, peaking between July and October.
30285	0	Banksia coccinea	7	"Like nearly all of Bauer's field drawings of Proteaceae, the original field sketch of ""B. coccinea"" was destroyed in a Hofburg fire in 1945."
30334	0	Banksia coccinea	17	The short-billed black cockatoo breaks off old cones with follicles to eat the seed, often doing so before the seed is ripe.
30343	0	Banksia coccinea	20	There is no known means of eradicating dieback.
30393	0	Taku Glacier	3	If the advance continues it will again block the river, but this appears unlikely at present.
30421	0	Ecological pyramid	2	Pyramids of energy are normally upright, but other pyramids can be inverted or take other shapes.
30451	0	Truthiness	1	Truthiness can range from ignorant assertions of falsehoods to deliberate duplicity or propaganda intended to sway opinions.
30573	0	Truthiness	43	"On January 31, 2006, Arianna Huffington used ""truthiness"" in The Huffington Post."
30822	0	Chris Mooney (journalist)	4	"Mooney is presently a correspondent for ""The Climate Desk"" magazine and for Mother Jones."
30826	0	Chris Mooney (journalist)	5	"In 2005 Mooney's first book, ""The Republican War on Science"", was released."
30854	1	Chris Mooney (journalist)	13	"Unscientific America"" cowritten with Sheril Kirshenbaum addressed scientific illiteracy in America."
30872	0	Black carbon	3	In climatology, black carbon is a climate forcing agent.
30916	0	Black carbon	15	of Energy, Basic Energy Sciences Accomplishments.
30926	0	Black carbon	17	On a global scale, the flow of black carbon into fresh and salt water bodies approximates the rate of wildfire black carbon production.
30936	0	Black carbon	20	Black carbon emissions are highest in and around major source regions.
30993	1	Black carbon	40	Black carbon emissions also significantly contribute to Arctic ice-melt, which is critical because “nothing in climate is more aptly described as a ‘tipping point’ than the 0 °C boundary that separates frozen from liquid water—the bright, reflective snow and ice from the dark, heat-absorbing ocean.”
31022	0	Black carbon	47	(See Figure 1.)
31033	0	Black carbon	51	Ramanathan notes that “developed nations have reduced their black carbon emissions from fossil fuel sources by a factor of 5 or more since 1950.
31038	0	Black carbon	53	Hansen states that “technology is within reach that could greatly reduce soot, restoring snow albedo to near pristine values, while having multiple other benefits for climate, human health, agricultural productivity, and environmental aesthetics.
31133	0	Disturbance (ecology)	11	Biological diversity is dependent on natural disturbance.
31138	0	Disturbance (ecology)	12	"If fire is suppressed, douglas fir (""Pesudotsuga menziesii""), a shade tolerant species, eventually replaces the pines."
31184	0	Eos (newspaper)	1	Since 2015 it is published in magazine form and is available electronically.
31195	0	Eos (newspaper)	4	Eos is indexed by GeoRef, GEOBASE, Scopus, PubMed, and several other databases.
31231	1	Environmental migrant	3	Climate refugees do not really fit into any of the legal definitions of a refugee.
31244	0	Environmental migrant	12	Drawing on 'worst-case scenarios' about sea-level rise, she argued that all forms of 'Environmental Refugees' would be six times as numerous as political refugees.
31267	0	Environmental migrant	15	This figure includes those displaced by storms, floods, and heat and cold waves.
31298	1	Environmental migrant	21	The annual temperature has steadily increased over the last fifty years, with Alaska seeing it double (compared to the rate seen across the rest of the United States) to the rate of 3.4 degrees, with an alarming 6.3 degrees increase for the winters over the past fifty years.
31368	1	Environmental migrant	34	"Climate Refugees"" is an Official Selection for the 2010 Sundance Film Festival."
31432	0	Soil contamination	9	Another herbicide is Paraquat.
31527	1	Raymond S. Bradley	1	Bradley's work indicates that the warming of Earth's climate system in the twentieth century is inexplicable via natural mechanisms.
31546	0	Raymond S. Bradley	5	K. Alverson, R.S.
31553	0	Raymond S. Bradley	5	Bradley and J. Jouzel, 1996.
31585	0	Surface runoff	5	The determining factor of the rate of melting of snow or glaciers is both air temperature and the duration of sunlight.
31592	0	Surface runoff	7	This is called flooding excess overland flow, Hortonian overland flow (after Robert E. Horton), or unsaturated overland flow.
31644	0	Surface runoff	21	Such land derived runoff of sediment nutrients, carbon, and contaminants can have large impacts on global biogeochemical cycles and marine and coastal ecosystems.
31652	0	Surface runoff	23	The resulting contaminated runoff represents not only a waste of agricultural chemicals, but also an environmental threat to downstream ecosystems.
31659	0	Surface runoff	24	In urban areas, surface runoff is the primary cause of urban flooding, known for its repetitive and costly impact on communities.
31662	0	Surface runoff	25	Mitigation of adverse impacts of runoff can take several forms:
31706	0	Human overpopulation	6	Depending on which estimate is used, human overpopulation may have already occurred.
31709	0	Human overpopulation	7	In 2017, the United Nations increased the medium variant projections to 9.8 billion for 2050 and 11.2 billion for 2100.
31738	0	Human overpopulation	16	"A 2014 study published in ""Science"" asserts that population growth will continue into the next century."
31809	0	Human overpopulation	35	Often, wealthier countries send their surplus food resources to the aid of starving communities; however, proponents of this theory argue that this seemingly beneficial notion only results in further harm to those communities in the long run.
31811	0	Human overpopulation	35	"Daniel Quinn has also focused on this phenomenon, which he calls the ""Food Race"" (comparable, in terms of both escalation and potential catastrophe, to the nuclear arms race)."
31832	0	Human overpopulation	42	If everyone consumed resources at the US level – which is what the world aspires to – you will need another four or five Earths.
31845	0	Human overpopulation	46	As of 2004, there were 108 countries in the world with more than five million people.
31852	0	Human overpopulation	48	"According to the Global Footprint Network, ""today humanity uses the equivalent of 1.5 planets to provide the resources we use and absorb our waste""."
31865	0	Human overpopulation	51	The report states:
31873	0	Human overpopulation	54	Biodiversity would continue to grow at an exponential rate if not for human influence.
31930	0	Human overpopulation	64	Since we are intimately dependent upon the living systems of the Earth, some scientists have questioned the wisdom of further expansion.
31935	0	Human overpopulation	65	If the full economic value of ecosystems were taken into account in decision-making, their degradation could be significantly slowed down or even reversed.
31998	0	Human overpopulation	80	Methods of manufacturing fertilizers from garbage, sewage, and agricultural waste by using thermal depolymerization have been discovered.
32054	0	Human overpopulation	100	"However, as new data has become available, it has been observed that after a certain level of development (HDI equal to 0.86 or higher) the fertility increases again and is often represented as a ""J"" shape."
32211	1	Climate change adaptation	17	These proposals range from a World Bank program, to proposals involving auctioning of carbon allowances, to a global carbon or transportation tax, to compensation-based funding.
32219	0	Climate change adaptation	21	Additionally, effective adaptive policy can be difficult to implement because policymakers are rewarded more for enacting short-term change, rather than long-term planning.
32224	0	Climate change adaptation	24	Adaptation can either occur in anticipation of change (anticipatory adaptation), or be a response to those changes (reactive adaptation).
32247	0	Climate change adaptation	32	Those societies that can respond to change quickly and successfully have a high adaptive capacity.
32296	0	Climate change adaptation	50	While many migration events can be attributed to sudden environmental change, most migration events are a result of long term environmental changes and do not cause sudden migration.
32316	0	Climate change adaptation	53	Although there has been some progress in the discussion of the causes of the pathos of failed migration, there are still many unresolved issues.
32323	0	Climate change adaptation	54	A study identified key equity issues for policy considerations:
32325	0	Climate change adaptation	56	It is also suggested that insurance can undermine other efforts to increase adaptation, for instance through property level protection and resilience.
32337	0	Climate change adaptation	62	The Commonwealth of Massachusetts has issued grants to coastal cities and towns for adaptation activities such as fortification against flooding and preventing coastal erosion.
32364	0	Climate change adaptation	72	The situation is compounded by poor reliability of, and access to, climate data and information to support adaptation actions.
32382	0	Climate change adaptation	79	(3) combining “soft path” options and flexible and iterative learning approaches with technological and infrastructural approaches (including integration of scientific, local, and indigenous knowledge in developing adaptation strategies);
32414	0	Climate change adaptation	89	Keeping livestock is considered a livelihood rather than an economic activity.
32455	0	Climate change adaptation	108	Some, like the UK Institution of Mechanical Engineers, worry that mitigation efforts will largely fail.
32513	0	Shutdown of thermohaline circulation	5	They published their findings in 2015, and concluded that the AMOC circulation showed exceptional slowdown in the last century, and that Greenland melt is a possible contributor, with the slowdown of AMOC since the 1970s being unprecedented over the last millennium.
32551	0	Shutdown of thermohaline circulation	17	Formation of sea ice further increases the salinity and density, because salt is ejected into the ocean when sea ice forms.
32577	0	REN21	3	Paul Hugo Suding, was the first executive secretary upon REN21's formation in 2006.
32588	0	REN21	6	This report series encourages and supports regional data collection as well as informed decision making.
32611	0	REN21	14	REN21 is also a partner of the Global Tracking Framework (GTF), which is convened by the UN Secretary General's Sustainable Energy for All (SEforALL) Initiative.
32646	0	Retreat of glaciers since 1850	5	The mass balance, or difference between accumulation and ablation (melting and sublimation), of a glacier is crucial to its survival.
32660	1	Retreat of glaciers since 1850	7	However, the Grinnell Glacier in Montana, U.S. will shrink at an increasing rate until it disappears.
32702	1	Retreat of glaciers since 1850	12	Four outlets from the Jostedalsbreen ice cap, the largest body of ice in continental Europe, Kjenndalsbreen, Brenndalsbreen, Briksdalsbreen and Bergsetbreen had a frontal retreat of more than .
32704	0	Retreat of glaciers since 1850	12	Gråfjellsbrea, an outlet glacier of the Folgefonna ice cap, had a retreat of almost .
32709	0	Retreat of glaciers since 1850	13	Monte Perdido Glacier has shrunk from 90 hectares to 40 hectares.
32719	0	Retreat of glaciers since 1850	17	Details on the retreat of Siberian and Russian Far East glaciers less adequate than in most other glaciated areas of the world.
32747	0	Retreat of glaciers since 1850	20	By 1995 the lake had swollen to a length of , in width and a depth of .
32774	1	Retreat of glaciers since 1850	25	The glacier again retreated from 1987 to 2005, leaving barren terrain behind.
32778	1	Retreat of glaciers since 1850	25	As of 2005, 67% of the North Cascade glaciers observed are in disequilibrium and will not survive the continuation of the present climate.
32780	1	Retreat of glaciers since 1850	25	The remaining glaciers are expected to stabilize, unless the climate continues to warm, but will be much reduced in size.
32794	0	Retreat of glaciers since 1850	27	Research also indicates that the glacial retreat was proportionately greater in the 1990s than in any other decade over the last 100 years.
32819	1	Retreat of glaciers since 1850	31	Eleven of the glaciers have retreated more than since 1948 — Antler Glacier, ; Gilkey Glacier, ; Norris Glacier, and Lemon Creek Glacier, .
32832	0	Retreat of glaciers since 1850	32	Well documented in Alaska are surging glaciers that have been known to rapidly advance, even as much as per day.
32840	0	Retreat of glaciers since 1850	33	The Northern Patagonian Ice Field lost of glacier area during the years between 1945 and 1975, and from 1975 to 1996, which indicates that the rate of retreat is increasing.
32843	1	Retreat of glaciers since 1850	33	The largest retreat was on O'Higgins Glacier, which during the period 1896–1995 retreated .
32899	0	Retreat of glaciers since 1850	42	Figures for Chacaltaya show a loss of 67% of its volume and 40% of its thickness over the same period.
32914	0	Retreat of glaciers since 1850	45	The ice cap of Wilhelmina Peaks, which reached below in 1909, vanished between 1939 and 1963.
32958	0	Retreat of glaciers since 1850	52	By 1993 this had been reduced by 8% to of glacier coastline.
32972	0	Retreat of glaciers since 1850	55	On a shorter timescale, portions of the main trunk of Kangerdlugssuaq Glacier that were flowing at per day from 1988 to 2001 were measured to be flowing at per day in the summer of 2005.
32975	1	Retreat of glaciers since 1850	56	The enhanced melting leading to lubrication of the glacier base has been observed to cause a small seasonal velocity increase and the release of meltwater lakes has also led to only small short term accelerations.
33005	0	Retreat of glaciers since 1850	60	The Ross Ice Shelf is the largest ice shelf of Antarctica (an area of roughly and about across: about the size of France).
33057	1	Retreat of glaciers since 1850	68	"The Thwaites Glacier alone, in Western Antarctica is ""currently responsible for approximately 4 percent of global sea level rise."
33100	0	Energy consumption	2	Energy consumption in the body is a product of the basal metabolic rate and the physical activity level.
33125	0	World Bank	9	The loan was for US$250 million, half the amount requested, and it came with strict conditions.
33167	0	World Bank	23	The vice presidents of the Bank are its principal managers, in charge of regions, sectors, networks and functions.
33200	1	World Bank	35	The planet is now 0.8 °C warmer than in pre-industrial times.
33211	0	World Bank	39	The Global Development Learning Network (GDLN) is a partnership of over 120 learning centers (GDLN Affiliates) in nearly 80 countries around the world.
33261	0	World Bank	59	Titus Alexander argues that the unequal voting power of western countries and the World Bank's role in developing countries makes it similar to the South African Development Bank under apartheid, and therefore a pillar of global apartheid.
33275	0	World Bank	64	The World Bank should take it.
33278	0	World Bank	65	The 1979 energy crisis plunged many countries into economic crisis.
33294	0	World Bank	68	As the United States has veto power, it can prevent the World Bank from taking action against its interests.
33308	0	Uranium mining	4	Marie Skłodowska-Curie used pitchblende ore from Jáchymov to isolate the element radium, a decay product of uranium.
33362	0	Uranium mining	23	The first transportable Geiger–Müller counter (weighing 25 kg) was constructed at the University of British Columbia in 1932.
33411	0	Uranium mining	36	As different heaps will yield different concentrations, the solution is pumped to a mixing plant that is carefully monitored.
33489	0	Uranium mining	56	In studies of uranium miners, workers exposed to radon levels of 50 to 150 picocuries of radon per liter of air (2000–6000 Bq/m) for about 10 years have shown an increased frequency of lung cancer.
33502	0	Uranium mining	58	This also included constructing 19 disposal sites for the tailings, which contain a total of 40 million cubic yards of low-level radioactive material.
33558	0	Nutrient cycle	15	In 1926 Vernadsky coined the term biogeochemistry as a sub-discipline of geochemistry.
33617	0	Rance Tidal Power Station	10	Departmental road 168 crosses the dam and allows vehicles to travel between Dinard and Saint-Malo.
33640	1	Climate Change Science Program	6	During this period, the average temperature has warmed approximately 3.6 °F over Alaska, the Yukon Territories, Alberta, and Saskatchewan, but no significant warming occurred in the southern United States or eastern Canada.
33651	1	Climate Change Science Program	9	"The report's executive summary stated that the emission reductions necessary to stabilize radiative climate forcing would ""require a transformation of the global energy system, including reductions in the demand for energy... and changes in the mix of energy technologies and fuels."
33666	0	Climate Change Science Program	14	Most coastal institutions were based on the implicit assumption that sea level and shorelines are stable.
33700	0	Climate Change Science Program	23	(SAP 4.6) in July 2008.
33701	0	Climate Change Science Program	23	The report was directed by Janet L. Gamble of EPA and written by 28 authors.
33709	0	Climate Change Science Program	24	The report was prepared by Michael Savonis of the Federal Highway Administration, Joanne Potter (a consultant to DOT), and Virginia Burkett of USGS.
33740	0	Climate Change Science Program	33	A coordination office facilitated the activities of the Principals and IWGs.
33749	0	Climate Change Science Program	36	More focus on helping decision makers was necessary, it concluded.
33761	0	Ecological collapse	2	Ecosystems have the ability to rebound from a disruptive agent.
33765	0	Ecological collapse	4	Scientists can predict tipping points for ecological collapse.
33767	1	Ecological collapse	5	Although, there is no single cause for ecological collapse, attributing factors include asteroid impacts, extremely large volcanic eruptions, and abrupt climate change.
33839	0	Anoxic waters	9	or, more precisely:
33901	0	Water scarcity	9	Arid regions frequently suffer from physical water scarcity.
33934	0	Water scarcity	16	Adding water to the system has a forcing effect on the whole earth system, an accurate estimate of which hydrogeological fact is yet to be quantified.
33945	0	Water scarcity	18	Groundwater supplies nearly half of all drinking water in the world.
33979	0	Water scarcity	22	Others have related water availability to population.
33983	0	Water scarcity	23	Arid regions frequently suffer from physical water scarcity.
33997	0	Water scarcity	27	The United Nations (UN) estimates that, of 1.4 billion cubic kilometers (1 quadrillion acre-feet) of water on Earth, just 200,000 cubic kilometers (162.1 billion acre-feet) represent fresh water available for human consumption.
34014	0	Water scarcity	30	"The findings published in the ""Journal of Climate"" say that the water shortages resulted from population size more than rainfall."
34038	0	Water scarcity	38	One example is the Portlethen Moss in Aberdeenshire.
34048	0	Water scarcity	41	Water deficits, which are already spurring heavy grain imports in numerous smaller countries, may soon do the same in larger countries, such as China and India.
34097	0	Water scarcity	49	There measures will not only conserve biota, but also render more effective the natural water cycle flushing and transport that make water systems more healthy for humans.
34113	0	Water scarcity	53	The success of a need-based paradigm is reflected in the only water agreement ever negotiated in the Jordan River Basin, which focuses in needs not on rights of riparians.
34151	1	Joe Romm	6	"In 1999, Romm published ""Cool Companies: How the Best Businesses Boost Profits and Productivity by Cutting Greenhouse Gas Emissions"", the first book to benchmark corporate best practices for using advanced energy technologies to reduce greenhouse gas emissions."
34156	0	Joe Romm	8	Carbon Reductions.
34205	0	Joe Romm	14	"… Romm teaches [how] to become a force of good in this world using time-tested techniques""."
34236	1	Joe Romm	22	"In 2011, Romm stated that ""Feeding some 9 billion people by mid-century in the face of a rapidly worsening climate may well be the greatest challenge the human race has ever faced."
34243	0	Joe Romm	23	"No surprise that much of the public has ended up with a misimpression about the remarkable strength of our scientific understanding and the need for action""."
34259	0	Joe Romm	25	... Romm has been consistent in insisting that we have much of the technology necessary to at least begin tackling the problem.
34284	1	Carbon accounting	2	The trustworthiness of accounts of carbon emissions can easily be contested.
34303	0	Carbon accounting	6	Comprehensive: Incorporates Scope 1,2 and 3 emissions
34324	1	Carbon accounting	13	A special case of carbon accounting is the accounting process undertaken to measure the amount of carbon dioxide equivalents that will not be released into the atmosphere as a result of flexible mechanisms projects under the Kyoto Protocol.
34351	0	Marine ecosystem	4	There are four physical divisions of the intertidal zone with each one having its own distinct characteristics and wildlife.
34366	0	Marine ecosystem	5	Estuaries also provide essential ecosystem services such as water filtration, habitat protection, erosion control, gas regulation nutrient cycling, and it even gives education, recreation and tourism opportunities to people.
34397	0	Marine ecosystem	13	Biodiversity declines can lead to associated declines in ecosystem services.
34414	0	Seasonal thermal energy storage	3	Generally, efficiency increases and the specific construction cost decreases with size.
34472	0	Seasonal thermal energy storage	13	It stores water at temperatures up to inside a tank in the basement.
34539	0	Proteaceae	10	Iridoids and ellagic acid are also absent.
34647	0	Banksia sect. Oncostylis	1	"It contains those ""Banksia"" species with hooked pistils."
34659	0	Energy independence	4	Another factor in reducing dependence is the addition of renewable energy sources to the energy mix.
34686	0	Naomi Oreskes	3	She is the author of or has contributed to a number of essays and technical reports in economic geology and history of science in addition to several books.
34734	0	Benny Peiser	2	Peiser established the Cambridge Conference Network in 1997.
34783	0	Benny Peiser	21	"But, Pearce wrote, Montford ""has landed some good blows here."
34803	0	Benny Peiser	30	AAPG is American Association of Petroleum Geologists.
34837	0	Concentrated solar power	8	The parabolic-trough technology of the nearby Solar Energy Generating Systems (SEGS), begun in 1984, was more workable.
34843	0	Concentrated solar power	11	Due to the success of Solar Two, a commercial power plant, called Solar Tres Power Tower, was built in Spain in 2011, later renamed Gemasolar Thermosolar Plant.
34847	0	Concentrated solar power	12	There have also been variations of parabolic trough systems like the integrated solar combined cycle (ISCC) which combines troughs and conventional fossil fuel heat systems.
34872	0	Concentrated solar power	18	The design encapsulates the solar thermal system within a greenhouse-like glasshouse.
34897	0	Concentrated solar power	24	The reflector tracks the Sun along two axes.
34935	0	Concentrated solar power	32	steam turbine).
34982	0	Concentrated solar power	47	Projects currently accepted are not affected, except that a 6% tax on feed-in-tariffs has been adopted, effectively reducing the feed-in-tariff.
35009	0	Concentrated solar power	52	That would have made CSP as cheap as conventional power.
35014	0	Concentrated solar power	54	Telescope designer Roger Angel (Univ.
35050	0	Carl Meissner	2	Born in Bern, Switzerland on 1 November 1800, he was christened Meisner but later changed the spelling of his name to Meissner.
35089	0	World Wide Fund for Nature	5	The advisory council included leading scientists such as Charles Sutherland Elton, G. Evelyn Hutchinson, Aldo Leopold, Carl Sauer, and Paul Sears.
35133	0	World Wide Fund for Nature	23	The organization also works on a number of global issues driving biodiversity loss and unsustainable use of natural resources, including finance, business practices, laws, and consumption choices.
35155	0	World Wide Fund for Nature	34	WWF has sought to deny the allegations made against it.
35164	0	World Wide Fund for Nature	36	"Park and WWF officials allegedly obstructed investigations in these cases, by ""falsifying and destroying evidence, falsely claiming the victims were poachers, and pressuring the families of the victims to withdraw criminal complaints""."
35179	0	World Wide Fund for Nature	41	In 1962, when he was 24, he was invited by the German Baron Werner von Alvensleben to a hunt in Mozambique.
35197	0	World Wide Fund for Nature	46	In 2003, World Wrestling Entertainment won a limited decision which permitted them to continue marketing certain pre-existing products with the abandoned WWF logo.
35212	1	Environmental impact of aviation	2	In the European Union, greenhouse gas emissions from aviation increased by 87 percent between 1990 and 2006.
35227	0	Environmental impact of aviation	8	A 2007 report from Environmental Change Institute / Oxford University posits a range closer to four percent cumulative effect.
35258	0	Environmental impact of aviation	17	Some representative figures for CO emissions are provided by LIPASTO's survey of average direct emissions (not accounting for high-altitude radiative effects) of airliners expressed as CO and CO equivalent per passenger kilometre:
35261	0	Environmental impact of aviation	20	Within the categories of flights above, emissions from scheduled jet flights are substantially higher than turboprop or chartered jet flights.
35284	1	Environmental impact of aviation	27	By 2020, global international aviation emissions are projected to be around 70% higher than in 2005.
35376	0	Environmental impact of aviation	58	"In further analysis, a Scandinavian study which recommended an end to frequent flyer plans said, ""the only possible way of prohibiting FFPs successfully now that they have spread from the US to Europe to the Far East would be to do so on a global basis."
35381	0	Environmental impact of aviation	59	Several studies have explored this:
35414	0	Environmental impact of aviation	70	The fundamental issues are increased traffic at larger airports and airport expansion at smaller and regional airports.
35506	0	Accumulation zone	1	Part of the glacier where snow builds up and turns to ice moves outward from there.
35533	0	Harding Icefield	7	Two parties attempted to cross the icefield in the mid-1960s.
35572	0	Biochar	7	The Amazonian pit/trench method harvests neither bio-oil nor syngas, and releases a large amount of , black carbon, and other greenhouse gases (GHGs) (and potentially, toxins) into the air, though less greenhouse gasses than captured during the growth of the biomass.
35586	0	Biochar	10	This translates into approximately 100 MT of residue annually, which could be pyrolyzed to create energy and soil additives.
35615	0	Biochar	21	Modest additions of biochar to soil reduce nitrous oxide emissions by up to 80% and eliminate methane emissions, which are both more potent greenhouse gases than .
35642	0	Biochar	28	The farmer also uses dung beetles to work the biochar infused dung down into the soil without using machinery.
35769	0	Global Warming Solutions Act of 2006	24	In both cases, 100% of available allowances were bought.
35773	0	Global Warming Solutions Act of 2006	25	In both cases, 100% of available allowances were bought.
35846	0	Overdrafting	9	According to a 2013 report by research hydrologist, Leonard F. Konikow, at the United States Geological Survey (USGS), the depletion of the Ogallala Aquifer between 2001–2008, inclusive, is about 32 percent of the cumulative depletion during the entire 20th century (Konikow 2013:22).
35955	0	Sustainable Development Strategy in Canada	7	An EMP must describe how targets will be achieved; the performance measures used to report on progress; identify personnel responsible for achieving these targets; and establish time frames for achievement.
35963	0	Sustainable Development Strategy in Canada	9	Provides a commitment to comply with relevant environmental legislation and regulations and with other requirements to which the organization subscribes.
36065	0	Sustainable Development Strategy in Canada	52	An energy-efficient design for a new building or an energy retrofit of an existing building can substantially reduce the building's operating costs.
36115	1	Energy in the United States	8	Gates endorsed the administration's goal of reducing greenhouse gas emissions by 80% by 2050, but said that was not possible with today's technology or politicism.
36173	0	Energy in the United States	25	The land-use decisions of cities and towns also explain some of the regional differences in energy use.
36187	0	Energy in the United States	27	Consumption was essentially down from 2016 with a reduction of or 1.0% drop.
36198	0	Energy in the United States	31	The US electricity generation was in 2017.
36204	0	Energy in the United States	32	The following tables summarize the electrical energy generated by fuel source for the United States.
36267	0	Nuytsia (journal)	1	It publishes papers on systematic botany, giving preference to papers related to the flora of Western Australia.
36289	0	Cluster root	6	Lambers, H. & Poot, P. (eds) 2003.
36314	0	2008 Iowa Republican caucuses	3	However, officially it is done with voters receiving a blank piece of paper with no names on it, and the voter writing a name and placing it in a ballot box.
36335	0	2008 Iowa Republican caucuses	10	Huckabee also polled higher than Romney among the group who said it was more important to be a social conservative than a fiscal conservative, while Romney led Huckabee 29%-25% among the group who said that being fiscally conservative was most important.
36364	0	BIOMASS	6	The main objective of BIOMASS is to measure forest biomass in order to assess terrestrial carbon stocks and fluxes and better understand the planet's carbon cycle.
36453	0	Pinch analysis	2	This is where the design is most constrained.
36457	0	Pinch analysis	3	In 1971, Ed Hohmann stated in his PhD that 'one can
36594	0	Hell and High Water (book)	11	They are better rhetoriticians than scientists are...
36863	0	Lavoisier Group	7	"Author Clive Hamilton, in his book ""Scorcher"", says that one can find the following arguments in the various papers promoted by the Lavoisier Group:"
36913	0	Randy Olson	16	Over 50 “story circles” have been completed which consist of 5 individuals meeting for 10 one hour sessions to practice “narrative fitness.”
36919	0	Randy Olson	17	"Olson describes narratives as containing three essential components ""And, But, Therefore,"" or ABT."
36926	0	Randy Olson	20	"Two major reviews for ""Sizzle"" exemplified the divide."
36952	0	Khabibullo Abdussamatov	1	Habibullo Ismailovich Abdussamatov (; occasionally spelled, Abdusamatov; with initials transliterated either H.I.
36964	1	Khabibullo Abdussamatov	4	"Abdussamatov holds that Earth's atmosphere does not produce a greenhouse effect, stating ""Ascribing 'greenhouse' effect properties to the Earth's atmosphere is not scientifically substantiated."
36966	0	Khabibullo Abdussamatov	5	"In early 2012, Abdussamatov predicted the onset of a new ""mini-ice age"" commencing 2014 and becoming most severe around 2055."
36980	0	Sandra Postel	2	Starting this major project enabled Postel to collate all of her wide-ranging water interests under one umbrella.
37034	0	Thermal oxidizer	11	Premixing all of the gases prior to treatment eliminates localized high temperatures which leads to thermal NOx typically below 2 ppmV.
37050	0	Hip-Hop: Beyond Beats and Rhymes	1	Hip-Hop: Beyond Beats and Rhymes is a 2006 documentary film written, produced, and directed by Byron Hurt.
37090	1	Western Climate Initiative	4	"These states and future participants in the initiative (collectively known as WCI ""partners"") also committed to set an overall regional goal to reduce emissions (set in August 2007 as 15 percent below 2005 emission levels by 2020), participate in a cross-border greenhouse gas registry to consistently measure and track emissions, and adopt clean tailpipe standards for passenger vehicles."
37098	1	Western Climate Initiative	5	Power plants, refineries, and other large emitters must comply with the cap in 2013.
37110	0	Western Climate Initiative	9	Until late 2011, the initiative included two types of participants: partners and observers.
37173	0	The Great Global Warming Swindle	32	It's a political statement.
37225	0	The Great Global Warming Swindle	54	"In response, writing in an opinion piece for the ""Australian Financial Review"", John Quiggin criticised the programme for putting forward ""conspiracy theories""."
37253	0	The Great Global Warming Swindle	64	"While Leroi acknowledged ""I am no climate scientist,"" he said that after reviewing criticisms of the paper, he had become convinced that: ""To put this bluntly: the data that you showed in your programme were wrong–and may have been deliberately faked... it does show what abundant experience has already taught me–that, left to their own devices, TV producers simply cannot be trusted to tell the truth."
37264	0	The Great Global Warming Swindle	66	"Go and fuck yourself""."
